k,cycle_closure_error,gauge_to_shift_error,gauge_phase_commutator_error,dressed_weyl_relation_error,total_traversal_phase,trial,seed
6,1.647016822950738e-15,5.794340025720306e-16,0.0,9.173531391519124e-16,0.0,86,3123984316
6,1.6843217296866114e-16,1.2448477564200127e-16,0.0,8.387742298644238e-16,0.0,87,3598957466
6,1.1156692050409442e-15,4.725754865960534e-16,0.0,8.759511914735174e-16,0.0,88,1077361912
6,8.208707695077003e-16,3.457585168497066e-16,2.7755575615628914e-17,9.046562137124738e-16,0.0,89,3158648114
6,5.494846038385608e-16,1.9707646439412e-16,5.551115123125783e-17,8.688869536365456e-16,0.0,90,3947589838
6,7.4661993113202e-16,2.8836690496635957e-16,0.0,8.886119947416683e-16,0.0,91,1435419885
6,1.3924626949312909e-15,4.664201531385579e-16,0.0,8.688869536365456e-16,0.0,92,1341623213
6,1.3476374592312701e-16,1.6109507370596077e-16,0.0,9.698578168158083e-16,0.0,93,1712410716
6,1.2554415047590281e-15,5.186755459986896e-16,1.1188630228279524e-16,9.50197851991224e-16,0.0,94,2827139553
6,3.2098626774542725e-16,2.627325413675353e-16,0.0,9.321907481344796e-16,0.0,95,1387203922
6,5.504182350917493e-16,2.355813577547085e-16,5.551115123125783e-17,9.248272748477802e-16,0.0,96,324234637
6,1.6128617071688595e-15,4.936502010405137e-16,1.1102230246251565e-16,8.270975252328749e-16,0.0,97,4029044929
6,5.932097103778797e-16,2.651617511242143e-16,0.0,9.309503074677273e-16,0.0,98,3043735333
6,4.727248151148302e-16,2.9926362883237053e-16,0.0,8.917491093561516e-16,0.0,99,1512341188
7,8.084728213695105e-16,9.28859962050007e-16,1.1857187100668868e-16,6.175615574477433e-16,0.0,0,755570633
7,3.8913334484364956e-16,2.039278050455325e-16,1.1102230246251565e-16,6.667118051786499e-16,0.0,1,2216733153
7,3.4622885460028316e-16,2.3934714171014445e-16,1.1102230246251565e-16,6.622032795737325e-16,0.0,2,282561649
7,5.67284281106261e-16,3.205875636447938e-16,0.0,6.773156669921637e-16,0.0,3,1373774687
7,2.0747373799935377e-16,3.023622991227325e-16,2.7755575615628914e-17,7.054504218084087e-16,0.0,4,1635729556
7,3.8498005548794295e-16,1.416213698901779e-16,2.42861286636753e-17,7.894497640785698e-16,0.0,5,308977549
7,4.228605598631989e-16,3.5042886803999887e-16,1.1443916996305594e-16,7.756677862503847e-16,0.0,6,1599824571
7,4.607939147967915e-16,2.502527637642792e-16,1.2412670766236366e-16,6.445705836081387e-16,0.0,7,3501851533
7,1.5497660054306633e-15,7.095974948569026e-16,0.0,6.766044248900874e-16,0.0,8,908220558
7,7.936030051615312e-16,3.0605383420609415e-16,1.140308571841497e-16,7.108895957933346e-16,0.0,9,867550215
7,1.6476904200022044e-16,3.2260881819363706e-16,0.0,7.560529131576252e-16,0.0,10,2874666787
7,4.189364154400373e-16,4.7624935792424766e-17,1.1102230246251565e-16,6.280369834735101e-16,0.0,11,672518694
7,5.018423140904558e-16,2.5111606187615075e-16,0.0,7.406111315403549e-16,0.0,12,1283552185
7,1.0178768228004316e-15,2.7233523533298196e-16,1.1102230246251565e-16,6.849697933796596e-16,0.0,13,1120859262
7,4.663821526125161e-16,3.1739758391733316e-16,0.0,5.985173094038516e-16,0.0,14,2073357553
7,1.3857431230183086e-16,2.533349430420738e-16,0.0,6.801885921495771e-16,0.0,15,4238443333
7,4.4266580891519883e-16,3.064056157360419e-16,0.0,6.336847744776094e-16,0.0,16,649737411
7,2.7980060703801393e-16,2.3266517413776263e-16,0.0,6.890679980820127e-16,0.0,17,2508959442
7,1.0491557283623447e-15,4.457124152303209e-16,6.206335383118183e-17,7.736788912175082e-16,0.0,18,1244565090
7,2.309018216680849e-15,6.92149411772372e-16,0.0,7.296074537918537e-16,0.0,19,2336713748
7,1.3074042021063507e-15,3.936024887084618e-16,1.1102230246251565e-16,6.758924343478424e-16,0.0,20,2438395020
7,3.725536971928838e-16,1.9112911265193103e-16,1.1102230246251565e-16,6.554225157069087e-16,0.0,21,3533169833
7,4.49651412227045e-16,3.2093884812649756e-16,0.0,6.690187733356917e-16,0.0,22,2404121166
7,4.661394851494733e-16,2.4120444894235046e-16,0.0,7.169593448424765e-16,0.0,23,1370762959
7,1.3156098683928708e-15,5.482217120646504e-16,0.0,6.42747382890285e-16,0.0,24,1511405728
7,1.2447249860158203e-15,1.0134259638117602e-15,1.1102230246251565e-16,6.338746994854638e-16,0.0,25,2765714144
7,1.0492604374975594e-15,4.624859621212077e-16,5.551115123125783e-17,6.955527313080394e-16,0.0,26,2241898838
7,2.0147016109527498e-15,6.629754455313979e-16,0.0,7.55543271769643e-16,0.0,27,510493233
7,1.4169124368902404e-15,5.387906223847481e-16,0.0,7.259024953699689e-16,0.0,28,1577741074
7,3.4614890360035226e-16,2.3740261939688285e-16,1.5700924586837752e-16,8.196123257993793e-16,0.0,29,688831020
7,4.874975184275541e-16,3.0093953809700855e-16,2.7755575615628914e-17,6.49296592341563e-16,0.0,30,474812646
7,9.74896712352102e-16,3.5727832555099017e-16,0.0,5.495323605393213e-16,0.0,31,189077940
7,3.7132047697103884e-16,3.526036609039882e-16,3.8163916471489756e-17,6.39922537831991e-16,0.0,32,2393887276
7,3.646975798575928e-16,2.131030776249234e-16,1.1102230246251565e-16,6.638168205731153e-16,0.0,33,2270142374
7,1.0206823187970015e-15,3.584047533395522e-16,5.551115123125783e-17,6.684427777288335e-16,0.0,34,2937125653
7,4.425413003707092e-16,2.0058306459726436e-16,0.0,8.386594157882081e-16,0.0,35,639812301
7,4.3581788476842504e-16,1.7683703696346276e-16,1.1443916996305594e-16,7.791361360319881e-16,0.0,36,2522884754
7,4.07818772813517e-16,3.8295103955661605e-16,2.7755575615628914e-17,7.117278028328721e-16,0.0,37,3392439470
7,5.699907780191324e-16,3.17166413146679e-16,1.1102230246251565e-16,7.904249957834199e-16,0.0,38,853092232
7,3.417052485899547e-16,1.292814320579512e-16,2.7755575615628914e-17,6.77599954797753e-16,0.0,39,1126371232
7,3.69052548871478e-16,2.8993058185091904e-16,1.6653345369377348e-16,6.4018582627671775e-16,0.0,40,1159348599
7,1.0595289561841442e-15,3.5047248572602434e-16,0.0,6.920220500345625e-16,0.0,41,259939151
7,2.4983820621464544e-15,6.263239620127328e-16,0.0,7.417804156968781e-16,0.0,42,2801057737
7,4.491860774314587e-16,1.4296544028027051e-16,5.721958498152797e-17,5.900916318210353e-16,0.0,43,273938277
7,4.3012151631892514e-16,1.5344784316268834e-15,6.206335383118183e-17,7.185692855182568e-16,0.0,44,3903842558
7,4.649843108060238e-16,9.489989679133773e-17,0.0,6.708873437495278e-16,0.0,45,47253952
7,2.3485412363072513e-15,7.566516553270091e-16,0.0,6.684630359920297e-16,0.0,46,91846776
7,2.2068996677190033e-15,5.215306314764248e-16,2.7755575615628914e-17,5.933542025718678e-16,0.0,47,4147406033
7,4.934157348254494e-16,3.388161736821955e-16,0.0,7.535012591929473e-16,0.0,48,3817285492
7,2.816270501513936e-16,2.9074939268828054e-16,1.1102230246251565e-16,6.895738562831457e-16,0.0,49,2845715122
7,4.193829186680355e-16,1.7805371099318895e-16,5.594315114139762e-17,7.04776113187458e-16,0.0,50,1127416437
7,3.2735471849234203e-16,2.295271386222289e-16,1.1102230246251565e-16,6.280369834735101e-16,0.0,51,3076484980
7,5.554589953179612e-16,2.803166329854075e-16,1.5700924586837752e-16,7.535012591929473e-16,0.0,52,1075619657
7,9.639359130510264e-16,3.1627934008954932e-16,0.0,6.707437923744493e-16,0.0,53,1998256627
7,1.0060983538169601e-15,6.684653191498199e-16,0.0,6.593044732505606e-16,0.0,54,1790746923
7,1.5650949861677735e-15,4.612254988379614e-16,1.2412670766236366e-16,6.9831616186284e-16,0.0,55,1204762633
7,1.3015016719463319e-15,5.136559804131877e-16,1.2412670766236366e-16,6.50333926369705e-16,0.0,56,3378639535
7,3.173372031193597e-16,4.119152218484356e-16,0.0,6.9831616186284e-16,0.0,57,4208533034
7,7.169384123783702e-16,2.8266377121381727e-16,1.1102230246251565e-16,7.243420912108399e-16,0.0,58,3430532579
7,7.055809094304473e-16,2.299948427298681e-16,1.9229626863835638e-16,7.227116997239067e-16,0.0,59,3333859552
7,9.307299054058096e-16,1.133847255721238e-15,2.7755575615628914e-17,7.178989156685113e-16,0.0,60,2924343808
7,1.0421915887278241e-15,4.807892066949341e-16,0.0,6.845632941649911e-16,0.0,61,2797502565
7,6.093590440224862e-16,5.758003794781564e-16,1.1443916996305594e-16,7.412609615605549e-16,0.0,62,3229533060
7,6.938518032909174e-16,3.350033238768089e-16,2.7755575615628914e-17,6.730369402342474e-16,0.0,63,1213457243
7,5.546693412311426e-16,6.307535079183191e-16,0.0,7.571983521139492e-16,0.0,64,1177480292
7,3.4611259324725115e-16,8.00012700194144e-16,0.0,7.474705859542147e-16,0.0,65,2376333089
7,8.481501670426229e-16,2.4643090578853074e-16,0.0,6.317061694150495e-16,0.0,66,999985085
7,4.233404209630052e-16,6.25198327652974e-17,1.2412670766236366e-16,7.50940934905391e-16,0.0,67,1252000611
7,2.080330123521336e-15,1.0021041776672039e-15,2.7755575615628914e-17,6.798699777552592e-16,0.0,68,3191596902
7,1.0513295774332495e-15,5.502859141402454e-16,1.1443916996305594e-16,7.870063977598499e-16,0.0,69,2817784170
7,3.621539939784659e-15,1.3605358047484034e-15,0.0,7.457939178747932e-16,0.0,70,112532208
7,2.8189654254969147e-16,5.6597266222919e-16,7.850462293418876e-17,7.597375891272293e-16,0.0,71,3535815979
7,3.9954869320988877e-16,8.498003165304389e-17,0.0,6.255789036560346e-16,0.0,72,744607308
7,5.02230735171202e-16,2.1962462351024891e-16,1.576213700060856e-16,7.289072417918741e-16,0.0,73,2094580304
7,7.108026437451148e-16,2.421090005385389e-16,1.3877787807814457e-17,7.469550889370673e-16,0.0,74,2418524751
7,1.1019355974379773e-15,3.377915385712288e-16,1.1443916996305594e-16,6.730369402342474e-16,0.0,75,608285016
7,5.133111071220489e-16,3.697296677840492e-16,5.551115123125783e-17,6.866350197783356e-16,0.0,76,811309669
7,1.3871680877938844e-15,5.025149516964523e-16,0.0,7.130536482749599e-16,0.0,77,988407785
7,7.381974656238619e-16,3.559062934266584e-16,4.163336342344337e-17,5.906243056653495e-16,0.0,78,1403652188
7,3.7261520672005745e-15,9.64257856806927e-16,1.6653345369377348e-16,6.790993758248317e-16,0.0,79,1223923730
7,2.0804510827791072e-16,1.9296204051542072e-16,6.206335383118183e-17,7.311895462613622e-16,0.0,80,718545439
7,3.895824774348161e-16,1.3017207483368638e-16,1.9229626863835638e-16,7.239098962355515e-16,0.0,81,2896334901
7,1.115300878055036e-15,4.579638929569507e-16,1.5700924586837752e-16,7.027150473277823e-16,0.0,82,1691338026
7,5.022955019011458e-16,8.588800564073369e-17,0.0,7.928578270080922e-16,0.0,83,1144231549
7,4.4226011013124746e-16,3.2693368896958367e-16,1.5700924586837752e-16,6.781681728890496e-16,0.0,84,2092680851
7,3.406327156218457e-16,3.068216142148056e-16,1.298611723169814e-16,7.61257065823444e-16,0.0,85,2861768651
7,1.3990519589993218e-15,5.871984666501731e-16,1.1443916996305594e-16,6.620737537031165e-16,0.0,86,2894987799
7,4.509028464763271e-16,4.608452770441813e-16,0.0,6.916653802134305e-16,0.0,87,2385904269
7,1.025886893097304e-15,3.0462734186413326e-16,0.0,6.353541660708338e-16,0.0,88,1380593720
7,6.112238412647668e-16,4.612804715972421e-16,0.0,5.907440274120147e-16,0.0,89,948521773
7,6.725526435013579e-16,2.621499362103952e-16,1.1102230246251565e-16,6.550551057807856e-16,0.0,90,2089351681
7,2.6524146708720465e-16,2.6341044882427115e-16,0.0,7.301351988545593e-16,0.0,91,1751160987
7,5.093432890664957e-16,3.408431716710682e-16,5.551115123125783e-17,6.38378239159465e-16,0.0,92,206702548
7,2.1277277628372291e-16,7.240589407972511e-16,5.551115123125783e-17,7.811111357431004e-16,0.0,93,172226074
7,4.49545191431155e-16,2.1723911837119835e-16,6.938893903907228e-18,7.454064588905287e-16,0.0,94,1609532060
7,7.429025569606641e-16,4.216125712308403e-16,0.0,7.691850745534255e-16,0.0,95,367209242
7,8.796802438203686e-16,6.038257864551515e-16,0.0,7.327682229021407e-16,0.0,96,1090306157
7,4.36575685282241e-16,2.459513514362399e-16,0.0,7.2377686124476805e-16,0.0,97,2328248984
7,2.9628758131392098e-16,4.0623433708925354e-16,1.1443916996305594e-16,7.114312260401321e-16,0.0,98,3064874573
7,1.3041666408821718e-15,1.0800209930617531e-15,0.0,6.889822873691181e-16,0.0,99,3660693195
8,6.71891344611886e-16,1.0477500027681816e-16,0.0,8.542451966082828e-16,0.0,0,2881905388
8,1.8060329326494084e-15,8.261655840634106e-16,0.0,8.353301478539177e-16,-8.881784197001252e-16,1,1259487587
8,5.087681048627601e-16,3.236828524569469e-16,0.0,9.168272052179785e-16,0.0,2,2673894942
8,1.0656117000158708e-15,6.661338147750939e-16,0.0,7.724955619732614e-16,-8.881784197001252e-16,3,33669232
8,6.790196084696702e-16,1.0207487937359978e-15,0.0,8.270975252328749e-16,0.0,4,179008048
8,1.5117236758117848e-15,4.4284062210600135e-16,0.0,8.562156465114389e-16,4.440892098500626e-16,5,1367359257
8,1.0086011087765758e-15,4.079219866531555e-16,0.0,7.458665440267484e-16,0.0,6,1593106125
8,6.843874359417885e-16,3.4640651350324986e-16,0.0,7.924933784358564e-16,0.0,7,4190658144
8,8.6644531986856765e-16,2.220446049250313e-16,0.0,7.306625627361387e-16,0.0,8,1906684523
8,1.3844441052834806e-15,5.134781488891349e-16,0.0,9.057848289240456e-16,4.440892098500626e-16,9,1709778217
8,1.4459562744518878e-15,5.185169430563076e-16,0.0,8.569463739317957e-16,0.0,10,1535197513
8,6.614917107302101e-16,2.587239892812587e-16,0.0,8.075990191095686e-16,0.0,11,332646821
8,6.888752704931532e-16,1.6939998869943826e-16,0.0,7.777754145844614e-16,0.0,12,106917663
8,3.792878367756459e-15,8.903441835098303e-16,0.0,7.734921701115629e-16,-8.881784197001252e-16,13,308879816
8,2.0770370905276122e-16,6.614917107302101e-16,0.0,7.661745539035014e-16,0.0,14,625996232
8,1.508024561581292e-15,6.051176998540227e-16,0.0,8.289582644243109e-16,-4.440892098500626e-16,15,687249618
8,3.510833468576701e-16,1.3042167484290357e-15,0.0,8.868764227826485e-16,-1.7763568394002505e-15,16,2342252613
8,4.902612130890298e-16,3.964289135040461e-16,0.0,8.994905055847326e-16,-2.220446049250313e-16,17,3580464542
8,1.1457372517703787e-15,1.3054713354908506e-15,0.0,8.709780365975742e-16,8.881784197001252e-16,18,3887835142
8,3.3306690738754696e-16,1.4429729765749775e-15,0.0,7.974691931130354e-16,0.0,19,2680594640
8,2.7476618026966064e-16,7.781467564125337e-16,0.0,8.459761032879693e-16,0.0,20,2269403424
8,4.84034479902731e-16,3.284083995358298e-16,0.0,7.641373227056461e-16,0.0,21,2853887007
8,6.356572207821146e-16,2.5438405243138006e-16,0.0,8.132727040490087e-16,0.0,22,1796189200
8,1.798766884999431e-16,2.884444029575346e-16,0.0,7.426885862005046e-16,0.0,23,3157050222
8,3.4219371797089426e-16,1.3755821205440478e-16,0.0,8.200821523359857e-16,0.0,24,117822205
8,1.8188110316843627e-15,6.168984981428613e-16,0.0,8.273303464972281e-16,-8.881784197001252e-16,25,2852629376
8,1.6808244136571617e-15,4.738812419958736e-16,0.0,8.275067377323401e-16,0.0,26,1205209522
8,9.932075903430976e-16,5.147892387644517e-16,0.0,8.485050155777268e-16,4.440892098500626e-16,27,2258993084
8,2.634953026054921e-15,5.959778771008333e-16,0.0,8.635508522760763e-16,-4.440892098500626e-16,28,3653790064
8,7.570711667007543e-16,3.8459253727671276e-16,0.0,8.833950494912839e-16,-2.220446049250313e-16,29,3407342966
8,1.7168119253110475e-15,9.973211764744224e-16,0.0,7.889616961715915e-16,8.881784197001252e-16,30,4033957683
8,5.564975606931872e-16,2.387624894196368e-16,0.0,8.400361489980555e-16,0.0,31,2439716653
8,4.0980616289968964e-16,2.8202997483103253e-16,0.0,8.456349925750266e-16,0.0,32,786206198
8,1.071379599794019e-15,4.497452527923663e-16,0.0,8.098019177946258e-16,-4.440892098500626e-16,33,1377190931
8,1.536365757181862e-15,5.662749647834299e-16,0.0,8.569463739317957e-16,8.881784197001252e-16,34,2177749777
8,4.980559976921029e-16,7.811111357431004e-16,0.0,7.777754145844614e-16,0.0,35,758054061
8,3.472221400179444e-16,3.002224531865041e-16,0.0,8.225443389041322e-16,0.0,36,2184701515
8,1.6653345369377348e-16,2.7336071744532853e-16,0.0,8.312783312742731e-16,0.0,37,3692899038
8,5.620932372629349e-16,1.1295700899707568e-16,0.0,9.04082224356802e-16,0.0,38,1145515617
8,1.0650693579500267e-15,3.2487068343022356e-16,0.0,8.1773032027145e-16,0.0,39,3684655798
8,2.461596450990361e-16,3.433175098891678e-16,0.0,8.386594157882081e-16,0.0,40,769124989
8,1.8647946556083845e-15,6.916653802134305e-16,0.0,8.089170140797607e-16,4.440892098500626e-16,41,457292708
8,1.673359979283868e-15,4.605355959376478e-16,0.0,7.573573038448421e-16,4.440892098500626e-16,42,469433480
8,1.5823112613210482e-16,2.3221980631040627e-16,0.0,9.171947447016606e-16,0.0,43,123003857
8,8.3820000221454525e-16,1.4488835837920476e-16,0.0,8.051378480868831e-16,0.0,44,717761943
8,2.681826389667999e-15,6.933340566559918e-16,0.0,7.820967653285533e-16,-1.7763568394002505e-15,45,524296260
8,7.4165058627159095e-16,5.428799380014802e-16,0.0,8.657782246947033e-16,2.220446049250313e-16,46,2567371374
8,4.965068306494546e-16,6.255789036560346e-16,0.0,8.492211165167485e-16,-4.440892098500626e-16,47,4055712301
8,1.819631490272285e-15,4.817411735555328e-16,0.0,8.473409486550036e-16,6.661338147750939e-16,48,1227392959
8,4.3177542613803813e-16,3.4915808093142e-16,0.0,8.41868291085074e-16,0.0,49,3845237734
8,9.412501519481595e-16,3.4730879607260607e-16,0.0,8.829742492721948e-16,0.0,50,2457016243
8,1.874683163235278e-15,5.059210310009495e-16,0.0,8.479089858232163e-16,4.440892098500626e-16,51,2894242237
8,4.918300529807393e-16,2.6622212897024595e-16,0.0,8.233634315563857e-16,0.0,52,3109051470
8,2.054662609310059e-15,6.055551679337975e-16,0.0,8.400719712823689e-16,6.661338147750939e-16,53,2566264358
8,1.8991791910845106e-15,4.690302206656113e-16,0.0,9.006673595595123e-16,4.440892098500626e-16,54,2864569421
8,2.271213500102263e-15,6.888752704931532e-16,0.0,8.551465370822906e-16,0.0,55,3081137967
8,5.28085841456928e-15,1.1157603309187458e-15,0.0,9.365450576040412e-16,-1.7763568394002505e-15,56,4082634475
8,4.002966042486721e-16,1.798766884999431e-16,0.0,8.752913411414752e-16,0.0,57,2606001874
8,5.222180388738334e-16,2.1499376424746292e-16,0.0,9.014421732898814e-16,0.0,58,323386748
8,2.603703785810335e-16,2.7230185981536845e-16,0.0,8.029052874623616e-16,0.0,59,346944610
8,3.3132764271951784e-16,2.8300999731807747e-16,0.0,7.679321252372319e-16,0.0,60,2703397804
8,4.002966042486721e-16,6.427378727530082e-16,0.0,8.518786145294242e-16,0.0,61,1477090407
8,6.425880329391634e-16,2.482534153247273e-16,0.0,7.632783294297951e-16,0.0,62,585435087
8,3.313973885665633e-15,1.4242829811603716e-15,0.0,8.10752668832711e-16,-8.881784197001252e-16,63,3404955179
8,2.396928386753736e-15,1.1042710633494526e-15,0.0,8.471420456613482e-16,8.881784197001252e-16,64,4256916202
8,3.3823104336622004e-16,2.7194799110210365e-16,0.0,9.074842391027969e-16,0.0,65,2069475296
8,2.884444029575346e-16,1.3597399555105182e-16,0.0,7.711855592701269e-16,0.0,66,2039409956
8,9.062099802400752e-16,4.941739743737033e-16,0.0,7.963722312378281e-16,0.0,67,1503521395
8,2.8532947728746365e-15,6.087272963323595e-16,0.0,8.54583310691029e-16,0.0,68,131824183
8,3.7168643608663635e-15,8.717309103215161e-16,0.0,8.734190580539127e-16,8.881784197001252e-16,69,3973842689
8,7.499143576176368e-16,2.931836639897128e-16,0.0,8.492707249004995e-16,-4.440892098500626e-16,70,2772482669
8,1.4817422638912101e-15,1.0661763463076623e-15,0.0,8.195595452546736e-16,0.0,71,185153136
8,3.830872769517507e-16,1.6399331118690446e-16,0.0,8.252325904466732e-16,0.0,72,275817306
8,5.28085841456928e-16,2.1049566689853461e-16,0.0,8.209110333058305e-16,0.0,73,339916712
8,1.8209011484034673e-15,5.965834842859474e-16,0.0,8.675560052622147e-16,-4.440892098500626e-16,74,903247609
8,1.1457372517703787e-15,5.102800490722269e-16,0.0,8.421256163851031e-16,4.440892098500626e-16,75,3310831462
8,1.97436224679365e-15,5.953312170681638e-16,0.0,9.003102032450448e-16,-8.881784197001252e-16,76,871392437
8,9.961119953842058e-16,4.1932970789410407e-16,0.0,8.42468594521663e-16,-2.220446049250313e-16,77,3490593397
8,5.22978131691271e-16,3.212940164695817e-16,0.0,8.635508522760763e-16,0.0,78,408870004
8,1.4663329308305857e-15,8.075692090577301e-16,0.0,8.41868291085074e-16,-1.7763568394002505e-15,79,1723518681
8,3.260541871072589e-16,2.6766507790745728e-16,0.0,9.030231312185243e-16,0.0,80,3763247183
8,6.121976536852751e-16,3.065703529144609e-16,0.0,8.427828685313985e-16,0.0,81,2534378735
8,4.031730240309769e-16,7.57619501292145e-16,0.0,9.339001083509478e-16,0.0,82,2897507405
8,3.4300321928915983e-15,9.222205069512407e-16,0.0,8.120581339769891e-16,-8.881784197001252e-16,83,4191649733
8,1.1854344283519635e-15,9.85671039195275e-16,0.0,8.637738479808329e-16,0.0,84,1500397639
8,2.603703785810335e-16,4.266150252213274e-16,0.0,8.233926697954729e-16,0.0,85,3016956753
8,5.382005793715205e-16,1.6883057536160649e-16,0.0,9.361336832658047e-16,0.0,86,3781080101
8,1.1905815549843721e-15,4.4147945634195513e-16,0.0,9.19815755773575e-16,0.0,87,2769176010
8,2.2411660569805868e-15,7.152111528976949e-16,0.0,7.612965950120107e-16,-4.440892098500626e-16,88,50169181
8,4.660953740672398e-16,2.5438405243138006e-16,0.0,8.666276393028585e-16,0.0,89,435959845
8,3.6821932062951477e-16,1.4686870114880517e-16,0.0,8.334263157723024e-16,0.0,90,3124929531
8,2.315720047231923e-15,9.539401966176753e-16,0.0,7.733015428802237e-16,0.0,91,1787573635
8,5.495323605393213e-16,1.3877787807814457e-16,0.0,8.392333290941275e-16,0.0,92,1972131429
8,2.6944360297401985e-15,7.297579824934522e-16,0.0,8.270975252328749e-16,0.0,93,720732290
8,2.2068737261942384e-15,9.978505806222698e-16,0.0,7.800085297572586e-16,8.881784197001252e-16,94,1638884368
8,8.1773032027145e-16,2.7833528704240246e-16,0.0,9.662767911105659e-16,-4.440892098500626e-16,95,2211306871
8,2.9373740229761033e-16,1.5202354861220294e-16,0.0,8.933813269790007e-16,0.0,96,1795167480
8,6.824147276787289e-16,1.8619006149354548e-16,0.0,8.496391536440312e-16,0.0,97,23667166
8,1.779065280029371e-15,6.012562578665078e-16,0.0,9.292938109463748e-16,0.0,98,1269128792
8,1.4228624520802642e-15,1.0220922414754192e-15,0.0,8.763908156876301e-16,0.0,99,3714371992
9,8.294038360524783e-16,2.889292788722652e-16,2.7755575615628914e-17,7.634044807122746e-16,0.0,0,3790147470
9,1.179349777428763e-15,6.318929023740841e-16,1.1102230246251565e-16,6.753223014464259e-16,0.0,1,750133677
9,1.200739435261215e-15,1.314903087314122e-15,0.0,7.65168414856311e-16,0.0,2,2448597358
9,1.4428755911879315e-15,8.324647229988179e-16,0.0,7.205766531097152e-16,0.0,3,619123805
9,1.9775093963409694e-15,9.5898722498737e-16,0.0,6.593044732505606e-16,0.0,4,1627767538
9,6.354936496913564e-16,6.161339573711915e-16,0.0,6.445332334366683e-16,0.0,5,1209499561
9,1.3837802101234107e-15,5.071239580813697e-16,4.85722573273506e-17,7.306625627361387e-16,0.0,6,2013847519
9,5.852190043958906e-16,1.3782164197887626e-16,0.0,7.771561172376096e-16,0.0,7,1345123816
9,2.442964678128165e-15,9.272368187554789e-16,0.0,7.200419022730857e-16,0.0,8,664718212
9,8.155596593399671e-16,3.0452793825696077e-16,5.551115123125783e-17,6.922220526417403e-16,0.0,9,1416761895
9,1.3350567991204116e-15,4.697914324852919e-16,0.0,6.798699777552592e-16,0.0,10,848655862
9,5.026243970922235e-16,3.0041685567554117e-16,0.0,7.706859249065235e-16,0.0,11,2328876525
9,8.345469868565386e-16,2.0366038092925697e-16,0.0,6.933340566559918e-16,0.0,12,3963956883
9,1.1952217652547583e-15,1.0461999628304121e-15,5.551115123125783e-17,6.425880329391634e-16,0.0,13,3539405676
9,4.220788428785508e-16,6.995682746873618e-16,1.1102230246251565e-16,7.63656720759043e-16,0.0,14,3921708862
9,1.4862719595341777e-15,5.636900798831889e-16,5.551115123125783e-17,7.596108288712161e-16,0.0,15,1304995943
9,4.158702294486658e-16,1.9329521704836617e-16,0.0,8.188188822259819e-16,0.0,16,3334191754
9,6.822964095312652e-16,3.0900259070138655e-16,2.7755575615628914e-17,6.730369402342474e-16,0.0,17,3275454622
9,6.576168855939155e-16,3.0160184112587947e-16,2.7755575615628914e-17,7.879846534485585e-16,0.0,18,3306645217
9,7.009035805445173e-16,5.74211996999452e-16,0.0,7.328996257944194e-16,0.0,19,3546759595
9,3.015264579595789e-16,2.487562111262256e-16,0.0,8.411817054405489e-16,0.0,20,1427046122
9,5.999855775037548e-16,3.108481341450479e-16,0.0,7.259024953699689e-16,0.0,21,2363612027
9,8.908925379699604e-16,1.754440558439277e-16,0.0,7.173621687406365e-16,0.0,22,3585417405
9,6.237598874483994e-16,1.2231393725216873e-15,1.1102230246251565e-16,7.63656720759043e-16,0.0,23,1019167660
9,1.0319754492808518e-15,2.6194269335205205e-16,1.1102230246251565e-16,7.736788912175082e-16,0.0,24,4139685894
9,6.118707099342055e-16,2.6368128661896966e-16,1.1102230246251565e-16,7.390817819949493e-16,0.0,25,2535877919
9,7.843356539653825e-16,4.263893908851017e-16,0.0,7.017551473126622e-16,0.0,26,192450689
9,1.5314581432064987e-15,3.6244470906810216e-16,1.1102230246251565e-16,7.905468151562297e-16,0.0,27,139566741
9,1.781136372637037e-15,5.61072407057988e-16,0.0,7.15749512893306e-16,0.0,28,3676859327
9,7.473564354032903e-16,4.3723764654229817e-16,0.0,6.300271117485416e-16,0.0,29,169861361
9,4.2795653073821815e-16,4.1625775292046315e-16,0.0,7.473417450352271e-16,0.0,30,4253177527
9,4.534330869538863e-16,2.3563502704343706e-16,0.0,7.426885862005046e-16,0.0,31,1953644599
9,5.000091168551936e-16,2.689955127237183e-16,0.0,7.952832160537328e-16,0.0,32,2824648309
9,4.197731330910129e-16,6.805839286866492e-16,1.1102230246251565e-16,6.685868231518457e-16,0.0,33,4041012087
9,7.7008510379076345e-16,3.9018594111000645e-16,0.0,7.342308048725756e-16,0.0,34,915289641
9,1.9386202959673737e-15,1.3735564710053449e-15,4.85722573273506e-17,7.032629733738598e-16,0.0,35,2251160980
9,6.688588200533748e-16,3.2251484817097206e-16,5.551115123125783e-17,7.68182878590931e-16,0.0,36,2013371191
9,1.1476769351720014e-15,5.029629362277674e-16,0.0,8.130062465403937e-16,0.0,37,2133591873
9,1.2317093131487099e-15,4.46899264517111e-16,0.0,7.196405783762668e-16,0.0,38,988806486
9,4.252607393891483e-16,1.6870517932518113e-16,2.7755575615628914e-17,7.28021923224409e-16,0.0,39,2614528003
9,8.735851611586833e-16,6.206341080441027e-16,0.0,7.149754929289409e-16,0.0,40,8671909
9,4.2549655163688336e-16,3.851755897026989e-16,0.0,7.500427566182555e-16,0.0,41,2750421156
9,2.28352067894266e-15,6.423463165081114e-16,0.0,6.955527313080394e-16,0.0,42,3235690761
